12300,12300,2504.15166667,-1.061945,8270
12400,12400,2584.18666667,-1.037305,8527
12500,12500,2664.89,-1.01156,8787
12600,12600,2745.56333333,-0.9864395,9047
12700,12700,2825.63666667,-0.964223666667,9409
12800,12800,2905.76333333,-0.939965833333,9662
12900,12900,2986.28666667,-0.915188333333,9871
13000,13000,3066.70833333,-0.891754166667,10134
13100,13100,3146.785,-0.868154333333,10433
13200,13200,3226.56166667,-0.843129833333,10598
13300,13300,3307.45666667,-0.816771166667,10844
13400,13400,3387.50833333,-0.794467166667,11100
13500,13500,3467.83166667,-0.7711875,11358
13600,13600,3518.21833333,-0.755108333333,11523
13700,13700,3617.94666667,-0.724235,11840
13800,13800,3718.77666667,-0.694797,12167
13900,13900,3818.28666667,-0.661034,12484
14000,14000,3918.84,-0.6322315,12807
14100,14100,4019.43833333,-0.602342166667,13131
14200,14200,4119.89833333,-0.571412833333,13680
14300,14300,4220.34666667,-0.541491166667,13918
14400,14400,4319.66166667,-0.513033833333,14128
14500,14500,4419.96,-0.482667666667,14642
14600,14600,4521.32333333,-0.450208666667,14842
14700,14700,4621.50333333,-0.418769333333,15061
14800,14800,4721.67333333,-0.388345666667,15381
14900,14900,4821.825,-0.3536835,15705
15000,15000,4921.865,-0.3251355,16177
15100,15100,5025.085,-0.294384166667,16627
15200,15200,5125.18333333,-0.265867,16869
15300,15300,5225.08833333,-0.235162333333,17221
15400,15400,5325.99666667,-0.203123333333,17384
15500,15500,5425.83666667,-0.1745745,17807
15600,15600,5526.86333333,-0.144535666667,18135
15700,15700,5626.57333333,-0.116684166667,18515
15800,15800,5726.33666667,-0.0885312833333,18781
15900,15900,5827.11333333,-0.05900555,19098
16000,16000,5926.72,-0.0316067,19443
16100,16100,6027.29666667,-0.006658485,19586
16200,16200,6127.96,0.0211913833333,19909
16300,16300,6227.57666667,0.0499803833333,20230
16400,16400,6328.11166667,0.0786177833333,20553
16500,16500,6428.65333333,0.107373833333,20879
16600,16600,6529.055,0.130662166667,21204
16700,16700,6628.46166667,0.158908,21526
16800,16800,6728.945,0.182587,21850
16900,16900,6829.24166667,0.208767,22169
17000,17000,6929.55833333,0.2350365,22494
17100,17100,7029.85166667,0.254845833333,22818
17200,17200,7129.94833333,0.277490333333,23146
17300,17300,7230.29666667,0.301735333333,23469
17400,17400,7330.46666667,0.324479833333,23787
17500,17500,7430.485,0.347107166667,24112
17600,17600,7531.63166667,0.368323833333,24439
17700,17700,7631.72666667,0.392843666667,24764
17800,17800,7731.57833333,0.412379833333,25090
17900,17900,8029.94,0.42350655,26063
18000,18000,7831.50833333,0.4312615,25411
18100,18100,7931.68833333,0.448889,25734
18200,18200,8031.49,0.4595431,26059
18300,18300,8131.32,0.46768485,26383
