------BEGIN-----
Set Voltages and References
EtherCAT readings
HV+ ECAT High,|6973.645,6467.125,5976.685,5463.13,4986.76,4542.55,4055.125,4054.12,3867.19,3946.585,3857.14,3910.405,3814.93,3752.62,3697.345,3618.955,3497.35,3447.1,3391.825,3336.55,3312.43,3295.345,3269.215,3231.025,3204.895,3060.175,3035.05,2995.855,2961.685,2976.76,2715.46,2883.295,2783.8,2724.505,2674.255,2624.005,2577.775,2532.55,2496.37,2460.19,2423.005,2374.765,2341.6,2265.22,2140.6,2081.305,2021.005,2000.905,1942.615,1949.65,1754.68,1817.995,1767.745,1718.5,1570.765,1545.64,1474.285,1440.115,1397.905,1323.535,1291.375,1221.025,1168.765,1157.71,1092.385,1041.13,992.89,945.655,908.47,836.11,797.92,769.78,741.64,720.535,708.475,610.99,627.07,533.605,525.565,511.495,427.075,377.83,320.545,249.19,216.025,27.085,30.1,31.105,34.12,51.205,211.0,294.415,345.67,387.88,429.085,477.325,528.58,566.77,628.075,675.31,720.535,784.855,800.935,852.19,875.305,942.64,1006.96,977.815,1012.99,1179.82,1222.03,1306.45,1332.58,1390.87,1466.245,1496.395,1497.4,1566.745,1654.18,1665.235,1741.615,1796.89,1855.18,1885.33,1979.8,1982.815,2033.065,2091.355,2149.645,2153.665,2127.535,2304.415,2271.25,2258.185,2437.075,2507.425,2504.41,2504.41,2540.59,2614.96,2624.005,2706.415,2753.65,2811.94,2837.065,2904.4,3056.155,3032.035,3116.455,3178.765,3229.015,3282.28,3320.47,3364.69,3422.98,3479.26,3519.46,3566.695,3597.85,3702.37,3748.6,3801.865,3845.08,3892.315,3946.585,3981.76,4041.055,4103.365,3550.615,3064.195,2495.365,2136.58,1586.845,980.83,4036.03|
HV+ ECAT Low,|6884.355,6382.875,5897.315,5388.87,4917.24,4477.45,3994.875,3993.88,3808.81,3887.415,3798.86,3851.595,3757.07,3695.38,3640.655,3563.045,3442.65,3392.9,3338.175,3283.45,3259.57,3242.655,3216.785,3178.975,3153.105,3009.825,2984.95,2946.145,2912.315,2927.24,2668.54,2834.705,2736.2,2677.495,2627.745,2577.995,2532.225,2487.45,2451.63,2415.81,2378.995,2331.235,2298.4,2222.78,2099.4,2040.695,1980.995,1961.095,1903.385,1910.35,1717.32,1780.005,1730.255,1681.5,1535.235,1510.36,1439.715,1405.885,1364.095,1290.465,1258.625,1188.975,1137.235,1126.29,1061.615,1010.87,963.11,916.345,879.53,807.89,770.08,742.22,714.36,693.465,681.525,585.01,600.93,508.395,500.435,486.505,402.925,354.17,297.455,226.81,193.975,6.915,9.9,10.895,13.88,30.795,189.0,271.585,322.33,364.12,404.915,452.675,503.42,541.23,601.925,648.69,693.465,757.145,773.065,823.81,846.695,913.36,977.04,948.185,983.01,1148.18,1189.97,1273.55,1299.42,1357.13,1431.755,1461.605,1462.6,1531.255,1617.82,1628.765,1704.385,1759.11,1816.82,1846.67,1940.2,1943.185,1992.935,2050.645,2108.355,2112.335,2086.465,2261.585,2228.75,2215.815,2392.925,2462.575,2459.59,2459.59,2495.41,2569.04,2577.995,2659.585,2706.35,2764.06,2788.935,2855.6,3005.845,2981.965,3065.545,3127.235,3176.985,3229.72,3267.53,3311.31,3369.02,3424.74,3464.54,3511.305,3542.15,3645.63,3691.4,3744.135,3786.92,3833.685,3887.415,3922.24,3980.945,4042.635,3495.385,3013.805,2450.635,2095.42,1551.155,951.17,3975.97|
Vout+,|-6929,-6425,-5937,-5426,-4952,-4510,-4025,-4024,-3838,-3917,-3828,-3881,-3786,-3724,-3669,-3591,-3470,-3420,-3365,-3310,-3286,-3269,-3243,-3205,-3179,-3035,-3010,-2971,-2937,-2952,-2692,-2859,-2760,-2701,-2651,-2601,-2555,-2510,-2474,-2438,-2401,-2353,-2320,-2244,-2120,-2061,-2001,-1981,-1923,-1930,-1736,-1799,-1749,-1700,-1553,-1528,-1457,-1423,-1381,-1307,-1275,-1205,-1153,-1142,-1077,-1026,-978,-931,-894,-822,-784,-756,-728,-707,-695,-598,-614,-521,-513,-499,-415,-366,-309,-238,-205,17,20,21,24,41,200,283,334,376,417,465,516,554,615,662,707,771,787,838,861,928,992,963,998,1164,1206,1290,1316,1374,1449,1479,1480,1549,1636,1647,1723,1778,1836,1866,1960,1963,2013,2071,2129,2133,2107,2283,2250,2237,2415,2485,2482,2482,2518,2592,2601,2683,2730,2788,2813,2880,3031,3007,3091,3153,3203,3256,3294,3338,3396,3452,3492,3539,3570,3674,3720,3773,3816,3863,3917,3952,4011,4073,3523,3039,2473,2116,1569,966,4006|
HV- ECAT High,|1039.12,1605.94,2035.075,2527.525,3072.235,3527.5,3980.755,3993.82,4078.24,3855.13,3948.595,3696.34,3720.46,3693.325,3662.17,3605.89,3563.68,3577.75,3556.645,3509.41,3408.91,3343.585,3317.455,3360.67,3217.96,3096.355,3115.45,3063.19,3013.945,2859.175,3031.03,2782.795,2756.665,2725.51,2662.195,2554.66,2571.745,2530.54,2369.74,2315.47,2287.33,2264.215,2228.035,2195.875,2200.9,2144.62,2109.445,2040.1,2004.925,1916.485,1971.76,1808.95,1762.72,1719.505,1758.7,1688.35,1662.22,1590.865,1536.595,1512.475,1441.12,1407.955,1364.74,1275.295,1238.11,1187.86,1135.6,1081.33,1021.03,991.885,927.565,869.275,819.025,654.205,650.185,552.7,584.86,491.395,407.98,358.735,290.395,263.26,207.985,146.68,107.485,20.05,22.06,23.065,24.07,35.125,108.49,127.585,174.82,233.11,293.41,343.66,394.915,458.23,497.425,548.68,604.96,642.145,725.56,775.81,850.18,895.405,938.62,1063.24,1102.435,1087.36,1153.69,1181.83,1212.985,1236.1,1274.29,1380.82,1470.265,1491.37,1530.565,1600.915,1624.03,1653.175,1683.325,1753.675,1755.685,1850.155,1902.415,1937.59,2041.105,2117.485,2168.74,2241.1,2264.215,2284.315,2316.475,2366.725,2466.22,2542.6,2578.78,2626.015,2659.18,2697.37,2795.86,2838.07,2892.34,2935.555,2973.745,3004.9,3030.025,3075.25,3127.51,3169.72,3226.0,3291.325,3330.52,3386.8,3435.04,3487.3,3553.63,3548.605,3604.885,3660.16,3704.38,3763.675,3807.895,3881.26,3915.43,4000.855,4516.42,4971.685,5467.15,5975.68,6446.02,6993.745,4022.965|
HV- ECAT Low,|1008.88,1570.06,1994.925,2482.475,3021.765,3472.5,3921.245,3934.18,4017.76,3796.87,3889.405,3639.66,3663.54,3636.675,3605.83,3550.11,3508.32,3522.25,3501.355,3454.59,3355.09,3290.415,3264.545,3307.33,3166.04,3045.645,3064.55,3012.81,2964.055,2810.825,2980.97,2735.205,2709.335,2678.49,2615.805,2509.34,2526.255,2485.46,2326.26,2272.53,2244.67,2221.785,2185.965,2154.125,2159.1,2103.38,2068.555,1999.9,1965.075,1877.515,1932.24,1771.05,1725.28,1682.495,1721.3,1651.65,1625.78,1555.135,1501.405,1477.525,1406.88,1374.045,1331.26,1242.705,1205.89,1156.14,1104.4,1050.67,990.97,962.115,898.435,840.725,790.975,627.795,623.815,527.3,559.14,466.605,384.02,335.265,267.605,240.74,186.015,125.32,86.515,-0.05,1.94,2.935,3.93,14.875,87.51,106.415,153.18,210.89,270.59,320.34,371.085,433.77,472.575,523.32,579.04,615.855,698.44,748.19,821.82,866.595,909.38,1032.76,1071.565,1056.64,1122.31,1150.17,1181.015,1203.9,1241.71,1347.18,1435.735,1456.63,1495.435,1565.085,1587.97,1616.825,1646.675,1716.325,1718.315,1811.845,1863.585,1898.41,2000.895,2076.515,2127.26,2198.9,2221.785,2241.685,2273.525,2323.275,2421.78,2497.4,2533.22,2579.985,2612.82,2650.63,2748.14,2789.93,2843.66,2886.445,2924.255,2955.1,2979.975,3024.75,3076.49,3118.28,3174.0,3238.675,3277.48,3333.2,3380.96,3432.7,3498.37,3493.395,3549.115,3603.84,3647.62,3706.325,3750.105,3822.74,3856.57,3941.145,4451.58,4902.315,5392.85,5896.32,6361.98,6904.255,3963.035|
Vout-,|1024,1588,2015,2505,3047,3500,3951,3964,4048,3826,3919,3668,3692,3665,3634,3578,3536,3550,3529,3482,3382,3317,3291,3334,3192,3071,3090,3038,2989,2835,3006,2759,2733,2702,2639,2532,2549,2508,2348,2294,2266,2243,2207,2175,2180,2124,2089,2020,1985,1897,1952,1790,1744,1701,1740,1670,1644,1573,1519,1495,1424,1391,1348,1259,1222,1172,1120,1066,1006,977,913,855,805,641,637,540,572,479,396,347,279,252,197,136,97,10,12,13,14,25,-98,-117,-164,-222,-282,-332,-383,-446,-485,-536,-592,-629,-712,-762,-836,-881,-924,-1048,-1087,-1072,-1138,-1166,-1197,-1220,-1258,-1364,-1453,-1474,-1513,-1583,-1606,-1635,-1665,-1735,-1737,-1831,-1883,-1918,-2021,-2097,-2148,-2220,-2243,-2263,-2295,-2345,-2444,-2520,-2556,-2603,-2636,-2674,-2772,-2814,-2868,-2911,-2949,-2980,-3005,-3050,-3102,-3144,-3200,-3265,-3304,-3360,-3408,-3460,-3526,-3521,-3577,-3632,-3676,-3735,-3779,-3852,-3886,-3971,-4484,-4937,-5430,-5936,-6404,-6949,-3993|
Vdiff,|-7993,-8010,-8007,-7997,-8005,-8001,-8006,-8005,-7888,-7812,-7691,-7601,-7502,-7396,-7300,-7197,-7105,-6992,-6902,-6792,-6697,-6612,-6501,-6391,-6296,-6208,-6099,-6000,-5899,-5807,-5695,-5595,-5505,-5405,-5305,-5204,-5105,-5005,-4903,-4798,-4697,-4597,-4497,-4402,-4297,-4200,-4101,-3999,-3902,-3795,-3699,-3596,-3498,-3403,-3297,-3200,-3101,-2999,-2901,-2802,-2701,-2599,-2504,-2403,-2301,-2201,-2099,-1999,-1900,-1801,-1700,-1600,-1500,-1400,-1300,-1200,-1101,-1000,-900,-800,-700,-600,-499,-400,-301,0,0,0,0,0,299,399,499,599,700,799,900,1000,1100,1198,1301,1400,1498,1598,1697,1800,1897,2000,2099,2202,2298,2399,2498,2596,2699,2797,2900,3002,3098,3201,3298,3402,3503,3602,3697,3797,3894,3997,4096,4198,4298,4402,4500,4597,4697,4801,4892,4992,5100,5195,5292,5395,5499,5596,5700,5798,5902,5999,6102,6205,6307,6401,6497,6603,6697,6811,6901,6999,7096,7195,7294,7404,7493,7599,7695,7803,7897,8007,8000,7997,7995,8019,8009,7999,7992|
8kv Mon,|7999,7999,7999,7999,7999,7999,7999,7999,7999,7999,7999,7999,7999,7999,7999,7956,7786,7633,7514,7372,7266,7195,7135,7039,6948,6832,6726,6633,6526,6429,6295,6156,6023,5900,5779,5658,5543,5437,5340,5266,5174,5097,4970,4849,4716,4595,4470,4372,4265,4150,4039,3911,3803,3693,3600,3496,3378,3255,3165,3061,2941,2829,2732,2616,2509,2401,2285,2180,2072,1960,1854,1742,1635,1529,1434,1316,1209,1112,988,881,772,664,554,446,338,10,10,10,10,10,333,440,549,656,767,874,984,1092,1199,1307,1419,1526,1633,1742,1851,1961,2088,2207,2305,2426,2528,2618,2729,2833,2950,3089,3201,3283,3413,3516,3607,3713,3808,3930,4042,4161,4262,4372,4512,4624,4707,4886,4975,5049,5162,5292,5375,5500,5612,5728,5807,5937,6082,6207,6314,6422,6540,6623,6708,6810,6901,6965,7057,7172,7278,7411,7514,7628,7746,7857,7973,7999,7999,7999,7999,7999,7999,7999,7999,7999,7999,7999,7999,7999,7999|
CT out,|-3001,-2516,-2002,-1499,-1001,-500,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-500,-1000,-1499,-2034,-2503,-3001,-1|
