100,100,-1.36679666667,40959
200,200,132.7575,42264
300,300,174.633666667,42458
400,400,212.351833333,42574
500,500,247.257666667,42779
600,600,282.359166667,43088
700,700,352.609333333,43412
800,800,421.758833333,43811
900,900,490.354,43814
1000,1000,454.300166667,43889
1100,1100,587.693833333,44400
1200,1200,526.427666667,44582
1300,1300,557.0945,44729
1400,1400,709.370666667,45070
1500,1500,618.114333333,45353
1600,1600,679.022833333,45375
1700,1700,769.971833333,45418
1800,1800,800.593666667,45594
1900,1900,830.829666667,45773
2000,2000,861.001666667,45946
2100,2100,891.074833333,46120
2200,2200,951.851666667,46469
2300,2300,982.188333333,46650
2400,2400,1012.49,46822
2500,2500,1073.03666667,47173
2600,2600,1103.27333333,47348
2700,2700,1128.7,47496
2800,2800,1169.22166667,47734
2900,2900,1209.465,47967
3000,3000,1249.7,48199
3100,3100,1330.34,48666
3200,3200,1410.945,49139
3300,3300,1451.13,49373
3400,3400,1491.57166667,49610
3500,3500,1531.88333333,49841
3600,3600,1571.965,50074
3700,3700,1612.05833333,50312
3800,3800,1652.615,50542
3900,3900,1692.695,50774
4000,4000,1808.26666667,51484
4100,4100,1908.71666667,52027
4200,4200,1858.74,52150
4300,4300,1959.07,52333
4400,4400,2004.3235,52860
4500,4500,2059.875,53132
4600,4600,2110.17166667,53578
4700,4700,2159.95166667,53806
4800,4800,2210.25,54164
4900,4900,2311.285,55096
5000,5000,2411.585,55446
5100,5100,2508.1935,55505
5200,5200,2513.45,55630
5300,5300,2563.59166667,55839
5400,5400,2461.8,55875
5500,5500,2664.20833333,56428
5600,5600,2714.28166667,56721
5700,5700,2814.80666667,57962
5800,5800,2915.255,58438
5900,5900,2965.14333333,58640
6000,6000,3065.94333333,58771
6100,6100,3015.585,58962
6200,6200,3115.83333333,59239
6300,6300,3011.571,59415
6400,6400,3316.66666667,60227
6500,6500,3366.93166667,60515
6600,6600,3266.80833333,60627
6700,6700,3467.52833333,61118
6800,6800,3517.695,61413
6900,6900,3567.87833333,62066
7000,7000,3515.378,62164
7100,7100,3618.14166667,62962
7200,7200,3668.22166667,63388
7300,7300,3718.33,63660
7400,7400,3769.005,63835
7500,7500,3819.04833333,64050
7600,7600,3919.21166667,64056
7700,7700,3869.15666667,64203
7800,7800,4019.353,64323
7900,7900,4069.328,64650
8000,8000,4018.527,65154
8100,8100,3980.1238631,65535
