12300,12300,2504.22166667,-1.07324,8350
12400,12400,2584.27166667,-1.04428833333,8594
12500,12500,2664.97166667,-1.01796,8859
12600,12600,2745.65666667,-0.995153333333,9125
12700,12700,2825.74166667,-0.970909166667,9381
12800,12800,2905.875,-0.946154,9648
12900,12900,2986.41333333,-0.921577833333,9920
13000,13000,3066.82166667,-0.8996055,10181
13100,13100,3146.905,-0.8776505,10438
13200,13200,3226.715,-0.853686,10696
13300,13300,3307.615,-0.830735166667,10957
13400,13400,3387.66833333,-0.805876333333,11202
13500,13500,3468.01666667,-0.78207,11462
13600,13600,3518.40833333,-0.764693,11656
13700,13700,3618.15,-0.733731666667,11985
13800,13800,3718.965,-0.701757833333,12310
13900,13900,3819.51,-0.670297,12632
14000,14000,3919.07333333,-0.640618833333,12961
14100,14100,4019.65333333,-0.607710666667,13293
14200,14200,4120.125,-0.575878166667,13611
14300,14300,4220.58833333,-0.541328166667,13933
14400,14400,4319.88833333,-0.508146166667,14266
14500,14500,4421.23666667,-0.479066166667,14597
14600,14600,4521.58666667,-0.448267333333,14905
14700,14700,4621.81833333,-0.416601166667,15246
14800,14800,4721.945,-0.3871865,15591
14900,14900,4822.10666667,-0.358640666667,15893
15000,15000,4922.185,-0.330120166667,16247
15100,15100,5025.35666667,-0.298446333333,16551
15200,15200,5125.47666667,-0.2682095,16841
15300,15300,5225.41333333,-0.237360333333,17233
15400,15400,5326.29666667,-0.206416,17539
15500,15500,5426.15666667,-0.176670833333,17902
15600,15600,5526.07,-0.149046833333,18229
15700,15700,5626.91,-0.1175525,18559
15800,15800,5726.695,-0.0863863166667,18931
15900,15900,5827.50833333,-0.0573208333333,19232
16000,16000,5927.08833333,-0.0314246833333,19549
16100,16100,6027.665,-0.00368521666667,19878
16200,16200,6127.33666667,0.0212009666667,20157
16300,16300,6227.945,0.04897285,20489
16400,16400,6328.50166667,0.0790283666667,20797
16500,16500,6429.03666667,0.103704,21156
16600,16600,6529.395,0.131912333333,21494
16700,16700,6628.80666667,0.155433166667,21827
16800,16800,6729.32833333,0.178821333333,22139
16900,16900,6829.58,0.204263666667,22486
17000,17000,6929.91833333,0.230350666667,22902
17100,17100,7030.225,0.2561655,23140
17200,17200,7129.26,0.279777666667,23445
17300,17300,7229.61166667,0.303259666667,23689
17400,17400,7330.83166667,0.325964,24053
17500,17500,7430.80166667,0.347516166667,24477
17600,17600,7530.81833333,0.36737,24752
17700,17700,7631.05833333,0.384682166667,25104
17800,17800,7730.90166667,0.403370166667,25408
17900,17900,7830.81666667,0.4215375,25737
18000,18000,8029.42,0.4247119,26274
18100,18100,7930.87833333,0.440640833333,26050
18200,18200,8030.82,0.4539062,26361
18300,18300,8130.75,0.4632411,26587
